issue_date,issue_time,address
2025-11-02,02:11:00,39 KEARNY ST
2025-11-02,02:10:00,39 KEARNY ST
2025-11-02,02:10:00,33 KEARNY ST
2025-11-02,02:10:00,641 MISSION ST
2025-11-02,02:10:00,315 O'FARRELL ST
2025-11-02,02:10:00,321 O'FARRELL ST
2025-11-02,02:09:00,09 KEARNY ST
2025-11-02,02:08:00,100 03RD ST
2025-11-02,02:08:00,1390 BAY ST
2025-11-02,02:07:00,1067 MISSION ST
2025-11-02,02:07:00,100 03RD ST
2025-11-02,02:06:00,1380 BAY ST
2025-11-02,02:06:00,1137 MISSION ST
2025-11-02,02:05:00,321 03RD ST
2025-11-02,02:04:00,400 03RD ST
2025-11-02,02:04:00,101 LARKIN ST
2025-11-02,02:04:00,1362 BAY ST
2025-11-02,02:03:00,111 LARKIN ST
2025-11-02,02:01:00,311 MCALLISTER ST
2025-11-02,01:53:00,1336 BAY ST
2025-11-02,01:50:00,1334 BAY ST
2025-11-02,01:47:00,1332 BAY ST
2025-11-02,01:38:00,1172 BAY ST
2025-11-02,01:36:00,1164 BAY ST
2025-11-02,01:34:00,1222 BAY ST
2025-11-02,01:34:00,1276 BAY ST
2025-11-02,01:34:00,1310 BAY ST
2025-11-02,01:33:00,1264 BAY ST
2025-11-02,01:32:00,1280 BAY ST
2025-11-02,01:32:00,1274 BAY ST
2025-11-02,01:30:00,1254 BAY ST
2025-11-02,01:30:00,1224 BAY ST
2025-11-02,01:30:00,1222 BAY ST
2025-11-02,01:29:00,1218 BAY ST
2025-11-02,01:29:00,1170 BAY ST
2025-11-02,01:27:00,1220 BAY ST
2025-11-02,01:15:00,3283 VAN NESS AVE
2025-11-02,01:13:00,3241 VAN NESS AVE
2025-11-02,01:12:00,3341 VAN NESS AVE
2025-11-02,01:11:00,1140 BAY ST

2025-11-01,19:23:00,401 BARTLETT ST
2025-11-01,19:23:00,1203 EMBARCADERO NORTH
2025-11-01,19:22:00,1203 EMBARCADERO NORTH
2025-11-01,19:18:00,1474 NEWCOMB AVE
2025-11-01,19:15:00,1372 FRANCISCO ST
2025-11-01,19:15:00,3300 26TH ST
2025-11-01,19:13:00,149 23RD AVE
2025-11-01,19:13:00,1372 FRANCISCO ST
2025-11-01,19:10:00,22 LEO ST
2025-11-01,19:06:00,1458 FRANCISCO ST
2025-11-01,19:06:00,2536 BRYANT ST
2025-11-01,19:05:00,2536 BRYANT ST
2025-11-01,19:03:00,4355 BALBOA ST
2025-11-01,18:51:00,4599 CABRILLO ST
2025-11-01,18:47:00,140 LANDERS ST
2025-11-01,18:47:00,3 EMBARCADERO NORTH
2025-11-01,18:46:00,783 LA PLAYA ST
2025-11-01,18:41:00,1267 11TH AVE
2025-11-01,18:41:00,35 PARK ST
2025-11-01,18:39:00,2036 GREENWICH ST
2025-11-01,18:39:00,3174 16TH ST
2025-11-01,18:38:00,403 EMBARCADERO SOUTH
2025-11-01,18:38:00,11 HUGO ST
2025-11-01,18:33:00,173 HAIGHT ST
2025-11-01,18:33:00,503 EMBARCADERO SOUTH
2025-11-01,18:31:00,503 EMBARCADERO SOUTH
2025-11-01,18:30:00,1231 05TH AVE
2025-11-01,18:30:00,309 SHOTWELL ST
2025-11-01,18:29:00,1219 05TH AVE
2025-11-01,18:28:00,1375 CALIFORNIA ST
2025-11-01,18:27:00,2036 GREENWICH ST
2025-11-01,18:26:00,1375 CALIFORNIA ST
2025-11-01,18:26:00,2036 GREENWICH ST
2025-11-01,18:23:00,167 LEXINGTON ST
2025-11-01,18:19:00,2417 WEBSTER ST
2025-11-01,18:02:00,123 GUERRERO ST
2025-11-01,18:01:00,2510 GOLDEN GATE AVE
2025-11-01,18:00:00,1457 07TH AVE
2025-11-01,17:57:00,596 CAPP ST
2025-11-01,17:53:00,1125 TAYLOR ST
2025-11-01,17:49:00,801 SCOTT ST
2025-11-01,17:49:00,77 PARNASSUS AVE
2025-11-01,17:48:00,801 SCOTT ST
2025-11-01,17:46:00,2018 GROVE ST
2025-11-01,17:45:00,534 27TH AVE
2025-11-01,17:44:00,3131 26TH ST
2025-11-01,17:44:00,64 STANFORD ST
2025-11-01,17:42:00,3141 26TH ST
2025-11-01,17:40:00,3149 26TH ST
2025-11-01,17:39:00,2706 GOUGH ST
2025-11-01,17:38:00,3171 26TH ST
2025-11-01,17:38:00,320 BRANNAN ST
2025-11-01,17:37:00,3181 26TH ST
2025-11-01,17:35:00,3195 26TH ST
2025-11-01,17:34:00,2471 CLAY ST
2025-11-01,17:32:00,3023 FOLSOM ST
2025-11-01,17:31:00,3037 FOLSOM ST
2025-11-01,17:30:00,3049 FOLSOM ST
2025-11-01,17:27:00,796 MINNA ST
2025-11-01,17:26:00,792 MINNA ST
2025-11-01,17:24:00,3130 16TH ST
2025-11-01,17:24:00,786 MINNA ST
2025-11-01,17:23:00,3128 16TH ST
2025-11-01,17:22:00,42 SOUTH PARK
2025-11-01,17:20:00,3140 CESAR CHAVEZ
2025-11-01,17:20:00,807 FULTON ST
2025-11-01,17:20:00,3198 19TH ST
2025-11-01,17:18:00,148 SOUTH PARK
2025-11-01,17:17:00,3118 CESAR CHAVEZ
2025-11-01,17:15:00,150 SOUTH PARK
2025-11-01,17:14:00,3078 HARRISON ST
2025-11-01,17:13:00,3056 HARRISON ST
2025-11-01,17:12:00,95 CRESCENT AVE
2025-11-01,17:12:00,3050 HARRISON ST
2025-11-01,17:11:00,2413 SACRAMENTO ST
2025-11-01,17:11:00,841 VALENCIA ST
2025-11-01,17:10:00,3046 HARRISON ST
2025-11-01,17:09:00,2503 SACRAMENTO ST
2025-11-01,17:09:00,104 SOUTH PARK
2025-11-01,17:08:00,3925 CESAR CHAVEZ ST
2025-11-01,17:06:00,81 SOUTH PARK
2025-11-01,17:05:00,81 SOUTH PARK
2025-11-01,17:04:00,3204 22ND ST
2025-11-01,17:02:00,682 MINNA ST
2025-11-01,17:00:00,621 MINNA ST
2025-11-01,17:00:00,2599 SACRAMENTO ST
2025-11-01,16:59:00,672 MINNA ST
2025-11-01,16:57:00,652 MINNA ST
2025-11-01,16:55:00,2211 CALIFORNIA ST
2025-11-01,16:54:00,2211 CALIFORNIA ST
2025-11-01,16:54:00,1904 MISSION ST
2025-11-01,16:54:00,638 MINNA ST
2025-11-01,16:53:00,630 MINNA ST
2025-11-01,16:52:00,2227 21ST AVE
2025-11-01,16:51:00,1804 MISSION ST
2025-11-01,16:51:00,202 22ND ST
2025-11-01,16:51:00,624 MINNA ST
2025-11-01,16:50:00,676 TOWNSEND ST
2025-11-01,16:50:00,624 MINNA ST
2025-11-01,16:48:00,606 MINNA ST
2025-11-01,16:48:00,606 MINNA ST
2025-11-01,16:47:00,102 22ND ST
2025-11-01,16:45:00,1002 MARYLAND ST
2025-11-01,16:45:00,1108 MISSION ST
2025-11-01,16:45:00,1123 VALENCIA ST
2025-11-01,16:44:00,3459 16TH ST
2025-11-01,16:44:00,1108 MISSION ST
2025-11-01,16:44:00,417 HAIGHT ST
2025-11-01,16:43:00,901 MARYLAND ST
2025-11-01,16:42:00,219 BRADFORD ST
2025-11-01,16:41:00,901 MARYLAND ST
2025-11-01,16:40:00,21 TOWNSEND ST
2025-11-01,16:40:00,902 MARYLAND ST
2025-11-01,16:39:00,902 MARYLAND ST
2025-11-01,16:39:00,520 HAIGHT ST
2025-11-01,16:39:00,1041 TREAT AVE
2025-11-01,16:38:00,2203 GRANT AVE
2025-11-01,16:37:00,902 MARYLAND ST
2025-11-01,16:37:00,902 MARYLAND ST
2025-11-01,16:37:00,2796 MISSION ST
2025-11-01,16:37:00,548 BRANNAN ST
2025-11-01,16:36:00,2792 MISSION ST
2025-11-01,16:34:00,26 TOWNSEND ST
2025-11-01,16:34:00,323 06TH AVE
2025-11-01,16:34:00,902 MARYLAND ST
2025-11-01,16:34:00,902 MARYLAND ST
2025-11-01,16:33:00,303 12TH ST
2025-11-01,16:33:00,1149 TREAT AVE
2025-11-01,16:33:00,902 MARYLAND ST
2025-11-01,16:33:00,1265 BATTERY ST
2025-11-01,16:33:00,20 TOWNSEND ST
2025-11-01,16:32:00,2136 GREENWICH ST
2025-11-01,16:32:00,214 HARRISON ST
2025-11-01,16:31:00,901 MARYLAND ST
2025-11-01,16:31:00,1107 YORK ST
2025-11-01,16:31:00,2473 SAN BRUNO AVE
2025-11-01,16:31:00,2138 GREENWICH ST
2025-11-01,16:31:00,206 HARRISON ST
2025-11-01,16:31:00,906 LARKIN ST
2025-11-01,16:31:00,2921 GEARY BLVD
2025-11-01,16:31:00,1171 TREAT AVE
2025-11-01,16:30:00,50 TOWNSEND ST
2025-11-01,16:30:00,904 LARKIN ST
2025-11-01,16:30:00,344 GOUGH ST
2025-11-01,16:30:00,901 MARYLAND ST
2025-11-01,16:30:00,286 12TH ST
2025-11-01,16:30:00,1610 BRYANT ST
2025-11-01,16:30:00,1721 HAIGHT ST
2025-11-01,16:30:00,2142 GREENWICH ST
2025-11-01,16:30:00,926 COLE ST
2025-11-01,16:20:00,342 GROVE ST
2025-11-01,16:19:00,3380 18TH ST
2025-11-01,16:19:00,804 ELLIS ST
2025-11-01,16:19:00,301 20TH ST
2025-11-01,16:19:00,303 12TH ST
2025-11-01,16:19:00,1780 WALLER ST
2025-11-01,16:19:00,204 PACIFIC AVE
2025-11-01,16:18:00,1633 POST ST
2025-11-01,16:18:00,75 WOODLAND AVE
2025-11-01,16:18:00,3360 18TH ST
2025-11-01,16:18:00,3354 20TH ST
2025-11-01,16:18:00,678 FRANCISCO ST
2025-11-01,16:17:00,1159 BATTERY ST
2025-11-01,16:17:00,38 TOWNSEND ST
2025-11-01,16:17:00,703 FRONT ST
2025-11-01,16:17:00,1611 HAIGHT ST
2025-11-01,16:17:00,1190 TREAT LN
2025-11-01,16:16:00,704 ELLIS ST
2025-11-01,16:16:00,1724 WALLER ST
2025-11-01,16:16:00,3380 20TH ST
2025-11-01,16:16:00,2010 SACRAMENTO ST
2025-11-01,16:15:00,727 FRANCISCO ST
2025-11-01,16:14:00,1804 UNION ST
2025-11-01,16:14:00,1168 TREAT LN
2025-11-01,16:14:00,3396 20TH ST
2025-11-01,16:14:00,704 FRONT ST
2025-11-01,16:14:00,325 09TH ST
2025-11-01,16:13:00,2543 SAN BRUNO AVE
2025-11-01,16:13:00,500 20TH ST
2025-11-01,16:13:00,201 VALENCIA ST
2025-11-01,16:12:00,201 VALENCIA ST
2025-11-01,16:12:00,345 09TH ST
2025-11-01,16:12:00,609 VALLEJO ST
2025-11-01,16:12:00,3109 FILLMORE ST
2025-11-01,16:12:00,78 KAPLAN LN
2025-11-01,16:12:00,1152 TREAT LN
2025-11-01,16:12:00,1607 HAIGHT ST
2025-11-01,16:11:00,4823 GEARY BLVD
2025-11-01,16:11:00,16 KAPLAN LN
2025-11-01,16:11:00,3111 FILLMORE ST
2025-11-01,16:10:00,602 20TH ST
2025-11-01,16:10:00,2708 24TH ST
2025-11-01,16:10:00,2551 SAN BRUNO AVE
2025-11-01,16:10:00,1501 FOLSOM ST
2025-11-01,16:10:00,210 SPEAR ST
2025-11-01,16:10:00,1150 TREAT LN
2025-11-01,16:10:00,3345 20TH ST
2025-11-01,16:09:00,1712 CLAY ST
2025-11-01,16:09:00,113 NORTH POINT ST
2025-11-01,16:09:00,2079 UNION ST
2025-11-01,16:09:00,367 09TH ST
2025-11-01,16:09:00,3346 20TH ST
2025-11-01,16:09:00,1501 FOLSOM ST
2025-11-01,16:08:00,301 VALENCIA ST
2025-11-01,16:08:00,698 SHRADER ST
2025-11-01,16:08:00,998 CHESTNUT ST
2025-11-01,16:08:00,1098 TREAT AVE
2025-11-01,16:08:00,303 COLUMBUS AVE
2025-11-01,16:07:00,1501 FOLSOM ST
2025-11-01,16:07:00,3121 FILLMORE ST
2025-11-01,16:07:00,527 COLUMBUS AVE
2025-11-01,16:07:00,103 GREENWICH ST
2025-11-01,16:07:00,3348 20TH ST
2025-11-01,16:07:00,892 ILLINOIS ST
2025-11-01,16:07:00,1712 CLAY ST
2025-11-01,16:07:00,906 MISSION ST
2025-11-01,16:07:00,301 VALENCIA ST
2025-11-01,16:06:00,890 ILLINOIS ST
2025-11-01,16:06:00,886 ILLINOIS ST
2025-11-01,16:06:00,1501 FOLSOM ST
2025-11-01,16:06:00,1533 HAIGHT ST
2025-11-01,16:06:00,1660 18TH ST
2025-11-01,16:05:00,1739 CLAY ST
2025-11-01,16:05:00,1306 SANSOME ST
2025-11-01,16:05:00,535 COLUMBUS AVE
2025-11-01,16:05:00,1715 POST ST
2025-11-01,16:05:00,5309 GEARY BLVD
2025-11-01,16:05:00,87 STILLMAN ST
2025-11-01,16:05:00,3252 PIERCE STREET GARAGE
2025-11-01,16:05:00,543 COLUMBUS AVE
2025-11-01,16:05:00,960 CHESTNUT ST
2025-11-01,16:04:00,331 COLUMBUS AVE
2025-11-01,16:04:00,303 12TH ST
2025-11-01,16:04:00,1331 KEARNY ST
2025-11-01,16:04:00,1695 18TH ST
2025-11-01,16:04:00,1504 15TH ST
2025-11-01,16:04:00,3129 FILLMORE ST
2025-11-01,16:04:00,830 ILLINOIS ST
2025-11-01,16:03:00,1046 TREAT LN
2025-11-01,16:03:00,1740 CLAY ST
2025-11-01,16:03:00,3252 PIERCE STREET GARAGE
2025-11-01,16:03:00,5407 GEARY BLVD
2025-11-01,16:03:00,826 ILLINOIS ST
2025-11-01,16:02:00,930 CHESTNUT ST
2025-11-01,16:02:00,1034 TREAT LN
2025-11-01,16:02:00,1705 CLAY ST
2025-11-01,16:01:00,254 12TH ST
2025-11-01,16:01:00,1504 15TH ST
2025-11-01,16:00:00,1739 CLAY ST
2025-11-01,16:00:00,841 COLUMBUS AVE
2025-11-01,16:00:00,820 ILLINOIS ST
2025-11-01,16:00:00,2109 LOMBARD ST
2025-11-01,16:00:00,248 12TH ST
2025-11-01,15:59:00,405 KEARNY ST
2025-11-01,15:59:00,1504 15TH ST
2025-11-01,15:59:00,872 CHESTNUT ST
2025-11-01,15:58:00,203 GREEN ST
2025-11-01,15:58:00,206 12TH ST
2025-11-01,15:58:00,3252 PIERCE STREET GARAGE
2025-11-01,15:57:00,10 JACK LONDON ALY
2025-11-01,15:57:00,1721 CLAY ST
2025-11-01,15:57:00,804 ILLINOIS ST
2025-11-01,15:57:00,304 SAN CARLOS ST
2025-11-01,15:57:00,1413 KEARNY ST
2025-11-01,15:57:00,206 12TH ST
2025-11-01,15:56:00,43 JACK LONDON ALY
2025-11-01,15:56:00,1441 HAIGHT ST
2025-11-01,15:56:00,903 COLUMBUS AVE
2025-11-01,15:56:00,872 CHESTNUT ST
2025-11-01,15:56:00,1721 CLAY ST
2025-11-01,15:56:00,801 ILLINOIS ST
2025-11-01,15:56:00,310 SAN CARLOS ST
2025-11-01,15:56:00,2127 LOMBARD ST
2025-11-01,15:55:00,951 COLUMBUS AVE
2025-11-01,15:55:00,404 22ND AVE
2025-11-01,15:55:00,1719 CLAY ST
2025-11-01,15:55:00,3289 17TH ST
2025-11-01,15:55:00,43 JACK LONDON ALY
2025-11-01,15:54:00,1203 ALABAMA ST
2025-11-01,15:54:00,3140 16TH ST
2025-11-01,15:54:00,443 CORTLAND AVE
2025-11-01,15:54:00,274 NORTH POINT ST
2025-11-01,15:54:00,1439 HAIGHT ST
2025-11-01,15:54:00,3845 CESAR CHAVEZ ST
2025-11-01,15:53:00,221 PINE ST
2025-11-01,15:53:00,1709 POLK ST
2025-11-01,15:53:00,447 GIRARD ST
2025-11-01,15:53:00,3252 PIERCE STREET GARAGE
2025-11-01,15:53:00,2209 LOMBARD ST
2025-11-01,15:53:00,5917 GEARY BLVD
2025-11-01,15:52:00,701 TERRY A FRANCOIS BLVD
2025-11-01,15:52:00,321 MISSION BAY BLVD SOUTH
2025-11-01,15:52:00,321 MISSION BAY BLVD SOUTH
2025-11-01,15:52:00,248 NORTH POINT ST
2025-11-01,15:52:00,98 ALBION ST
2025-11-01,15:52:00,1435 HAIGHT ST
2025-11-01,15:51:00,701 TERRY A FRANCOIS BLVD
2025-11-01,15:51:00,244 NORTH POINT ST
2025-11-01,15:51:00,366 LEXINGTON ST
2025-11-01,15:50:00,6101 GEARY BLVD
2025-11-01,15:50:00,323 MISSION BAY BLVD SOUTH
2025-11-01,15:50:00,463 FILBERT ST
2025-11-01,15:50:00,1609 POLK ST
2025-11-01,15:50:00,91 JACK LONDON ALY
2025-11-01,15:50:00,2309 LOMBARD ST
2025-11-01,15:50:00,3252 PIERCE STREET GARAGE
2025-11-01,15:49:00,2315 LOMBARD ST
2025-11-01,15:49:00,1203 FLORIDA ST
2025-11-01,15:49:00,463 GIRARD ST
2025-11-01,15:49:00,901 DIVISADERO ST
2025-11-01,15:49:00,3180 16TH ST
2025-11-01,15:48:00,6119 GEARY BLVD
2025-11-01,15:48:00,308 LEXINGTON ST
2025-11-01,15:48:00,41 SOUTH PARK
2025-11-01,15:48:00,801 TERRY A FRANCOIS BLVD
2025-11-01,15:48:00,20 FLORIDA ST
2025-11-01,15:47:00,3171 16TH ST
2025-11-01,15:47:00,95 JACK LONDON ALY
2025-11-01,15:47:00,905 DIVISADERO ST
2025-11-01,15:46:00,310 COLUMBUS AVE
2025-11-01,15:46:00,3252 PIERCE STREET GARAGE
2025-11-01,15:46:00,45 SOUTH PARK
2025-11-01,15:46:00,166 NORTH POINT ST
2025-11-01,15:46:00,2803 24TH ST
2025-11-01,15:45:00,505 27TH AVE
2025-11-01,15:44:00,2803 24TH ST
2025-11-01,15:44:00,927 DIVISADERO ST
2025-11-01,15:44:00,2803 24TH ST
2025-11-01,15:43:00,110 CLEMENT ST
2025-11-01,15:43:00,750 18TH ST
2025-11-01,15:43:00,561 UNION ST
2025-11-01,15:43:00,2421 LOMBARD ST
2025-11-01,15:42:00,987 DIVISADERO ST
2025-11-01,15:42:00,116 CLEMENT ST
2025-11-01,15:42:00,603 DAVIS ST
2025-11-01,15:42:00,328 SAN CARLOS ST
2025-11-01,15:42:00,1934 POWELL ST
2025-11-01,15:41:00,1938 POWELL ST
2025-11-01,15:41:00,118 NORTH POINT ST
2025-11-01,15:41:00,702 TERRY A FRANCOIS BLVD
2025-11-01,15:41:00,1313 HAIGHT ST
2025-11-01,15:40:00,1404 VAN NESS AVE
2025-11-01,15:40:00,2102 03RD ST
2025-11-01,15:40:00,6110 GEARY BLVD
2025-11-01,15:40:00,1201 CAYUGA AVE
2025-11-01,15:40:00,2432 LOMBARD ST
2025-11-01,15:40:00,1622 POLK ST
2025-11-01,15:40:00,117 CLEMENT ST
2025-11-01,15:40:00,702 TERRY A FRANCOIS BLVD
2025-11-01,15:40:00,991 DIVISADERO ST
2025-11-01,15:40:00,1503 15TH ST
2025-11-01,15:39:00,474 UNION ST
2025-11-01,15:39:00,983 GREENWICH ST
2025-11-01,15:39:00,114 NORTH POINT ST
2025-11-01,15:39:00,702 TERRY A FRANCOIS BLVD
2025-11-01,15:39:00,505 DAVIS ST
2025-11-01,15:39:00,1411 17TH ST
2025-11-01,15:39:00,2603 BRYANT ST
2025-11-01,15:39:00,2358 MARKET ST
2025-11-01,15:38:00,999 DIVISADERO ST
2025-11-01,15:37:00,1316 HAIGHT ST
2025-11-01,15:37:00,504 DAVIS ST
2025-11-01,15:36:00,2334 MARKET ST
2025-11-01,15:36:00,2803 24TH ST
2025-11-01,15:35:00,74 WALTER ST
2025-11-01,15:35:00,2344 MARKET ST
2025-11-01,15:35:00,502 TERRY A FRANCOIS BLVD
2025-11-01,15:35:00,2320 LOMBARD ST
2025-11-01,15:34:00,1262 MONTGOMERY ST
2025-11-01,15:34:00,449 KANSAS ST
2025-11-01,15:34:00,1203 YORK ST
2025-11-01,15:34:00,1 DR CARLTON B GOODLETT PL
2025-11-01,15:33:00,1901 TAYLOR ST
2025-11-01,15:33:00,113 NORTH POINT ST
2025-11-01,15:33:00,1823 CLEMENT ST
2025-11-01,15:33:00,502 TERRY A FRANCOIS BLVD
2025-11-01,15:32:00,2226 LOMBARD ST
2025-11-01,15:32:00,482 MISSION BAY BLVD NORTH
2025-11-01,15:31:00,262 NOE ST
2025-11-01,15:31:00,402 TERRY A FRANCOIS BLVD
2025-11-01,15:30:00,1248 MONTGOMERY ST
2025-11-01,15:30:00,472 MISSION BAY BLVD NORTH
2025-11-01,15:30:00,609 VALLEJO ST
2025-11-01,15:30:00,2021 TAYLOR ST
2025-11-01,15:30:00,2216 LOMBARD ST
2025-11-01,15:30:00,161 PINE ST
2025-11-01,15:29:00,265 NOE ST
2025-11-01,15:28:00,1518 CALIFORNIA ST
2025-11-01,15:28:00,679 PORTOLA DR
2025-11-01,15:28:00,2210 LOMBARD ST
2025-11-01,15:27:00,2208 LOMBARD ST
2025-11-01,15:27:00,187 PINE ST
2025-11-01,15:27:00,432 VERMONT ST
2025-11-01,15:27:00,2415 CALIFORNIA ST
2025-11-01,15:27:00,101 BROADWAY
2025-11-01,15:27:00,462 MISSION BAY BLVD NORTH
2025-11-01,15:26:00,2732 MISSION ST
2025-11-01,15:26:00,1321 MONTGOMERY ST
2025-11-01,15:26:00,1540 CALIFORNIA ST
2025-11-01,15:26:00,432 MISSION BAY BLVD NORTH
2025-11-01,15:25:00,2230 TAYLOR ST
2025-11-01,15:25:00,2264 MARKET ST
2025-11-01,15:25:00,456 VERMONT ST
2025-11-01,15:25:00,1340 07TH AVE
2025-11-01,15:25:00,2401 CLEMENT ST
2025-11-01,15:24:00,722 PORTOLA DR
2025-11-01,15:24:00,30 NORTH POINT ST
2025-11-01,15:23:00,756 PORTOLA DR
2025-11-01,15:23:00,818 GEARY ST
2025-11-01,15:23:00,2712 MISSION ST
2025-11-01,15:22:00,1470 MONTGOMERY ST
2025-11-01,15:22:00,1340 07TH AVE
2025-11-01,15:21:00,4 NORTH POINT ST
2025-11-01,15:21:00,1470 MONTGOMERY ST
2025-11-01,15:21:00,402 MISSION BAY BLVD NORTH
2025-11-01,15:20:00,2338 CALIFORNIA ST
2025-11-01,15:20:00,1086 CAYUGA AVE
2025-11-01,15:20:00,408 MISSION BAY BLVD NORTH
2025-11-01,15:20:00,719 PORTOLA DR
2025-11-01,15:20:00,1934 TAYLOR ST
2025-11-01,15:20:00,1340 07TH AVE
2025-11-01,15:19:00,38 NORTH POINT ST
2025-11-01,15:19:00,3303 STEINER ST
2025-11-01,15:19:00,4205 25TH ST
2025-11-01,15:19:00,2853 MISSION ST
2025-11-01,15:18:00,2166 MARKET ST
2025-11-01,15:18:00,527 CLAYTON ST
2025-11-01,15:18:00,398 24TH AVE
2025-11-01,15:18:00,1340 07TH AVE
2025-11-01,15:18:00,90 ONEIDA AVE
2025-11-01,15:18:00,1932 TAYLOR ST
2025-11-01,15:17:00,2845 MISSION ST
2025-11-01,15:17:00,2012 CHESTNUT ST
2025-11-01,15:17:00,30 NORTH POINT ST
2025-11-01,15:17:00,1308 MONTGOMERY ST
2025-11-01,15:16:00,2212 CLEMENT ST
2025-11-01,15:16:00,3327 STEINER ST
2025-11-01,15:15:00,3329 STEINER ST
2025-11-01,15:15:00,3303 MISSION ST
2025-11-01,15:14:00,1340 07TH AVE
2025-11-01,15:14:00,2 MALLORCA WAY
2025-11-01,15:14:00,1916 TAYLOR ST
2025-11-01,15:14:00,2130 CLEMENT ST
2025-11-01,15:14:00,1671 SACRAMENTO ST
2025-11-01,15:13:00,1 MALLORCA WAY
2025-11-01,15:13:00,1618 HAIGHT ST
2025-11-01,15:12:00,311 COLUMBUS AVE
2025-11-01,15:11:00,3 FRANCISCO ST
2025-11-01,15:11:00,1606 SACRAMENTO ST
2025-11-01,15:11:00,892 GREEN ST
2025-11-01,15:11:00,20 HENRY ADAMS ST
2025-11-01,15:10:00,3205 PIERCE ST
2025-11-01,15:10:00,30 SHERIDAN ST
2025-11-01,15:10:00,1640 HAIGHT ST
2025-11-01,15:10:00,2113 CHESTNUT ST
2025-11-01,15:09:00,1630 SACRAMENTO ST
2025-11-01,15:09:00,60 HENRY ADAMS ST
2025-11-01,15:08:00,3213 PIERCE ST
2025-11-01,15:08:00,3514 PIERCE ST
2025-11-01,15:08:00,817 GUERRERO ST
2025-11-01,15:08:00,1822 CLEMENT ST
2025-11-01,15:07:00,1660 SACRAMENTO ST
2025-11-01,15:07:00,240 CALIFORNIA ST
2025-11-01,15:07:00,240 CALIFORNIA ST
2025-11-01,15:07:00,2110 CHESTNUT ST
2025-11-01,15:07:00,522 COLE ST
2025-11-01,15:05:00,2116 CHESTNUT ST
2025-11-01,15:03:00,538 KIRKHAM ST
2025-11-01,15:03:00,408 DE HARO ST
2025-11-01,15:03:00,768 GREEN ST
2025-11-01,15:03:00,204 KING ST
2025-11-01,15:03:00,313 LEE AVE
2025-11-01,15:03:00,1501 CLEMENT ST
2025-11-01,15:03:00,1720 SACRAMENTO ST
2025-11-01,15:01:00,2143 CHESTNUT ST
2025-11-01,15:01:00,244 KING ST
2025-11-01,15:00:00,334 OFARRELL ST
2025-11-01,15:00:00,608 IRVING ST
2025-11-01,15:00:00,23 HENRY ADAMS ST
2025-11-01,14:59:00,1720 HAIGHT ST
2025-11-01,14:59:00,1717 SACRAMENTO ST
2025-11-01,14:59:00,623 IRVING ST
2025-11-01,14:58:00,449 JESSIE ST
2025-11-01,14:58:00,2220 CHESTNUT ST
2025-11-01,14:57:00,1749 SACRAMENTO ST
2025-11-01,14:57:00,50 RIZAL ST
2025-11-01,14:57:00,1301 08TH AVE
2025-11-01,14:56:00,475 JESSIE ST
2025-11-01,14:56:00,50 RIZAL ST
2025-11-01,14:55:00,2 FRANCISCO ST
2025-11-01,14:55:00,1753 SACRAMENTO ST
2025-11-01,14:55:00,50 TANDANG SORA
2025-11-01,14:55:00,2506 SACRAMENTO ST
2025-11-01,14:54:00,115 LIBERTY ST
2025-11-01,14:53:00,1841 TAYLOR ST
2025-11-01,14:53:00,78 TANDANG SORA
2025-11-01,14:52:00,2794 MISSION ST
2025-11-01,14:52:00,303 COLUMBUS AVE
2025-11-01,14:52:00,116 KING ST
2025-11-01,14:52:00,3203 17TH ST
2025-11-01,14:37:00,2347 CHESTNUT ST
2025-11-01,14:36:00,1408 PINE ST
2025-11-01,14:35:00,41 COLIN P KELLY JR ST
2025-11-01,14:35:00,304 VALENCIA ST
2025-11-01,14:35:00,612 STANYAN ST
2025-11-01,14:35:00,1725 TAYLOR ST
2025-11-01,14:35:00,5 STILLMAN ST
2025-11-01,14:34:00,2323 CHESTNUT ST
2025-11-01,14:33:00,724 EMBARCADERO SOUTH
2025-11-01,14:32:00,304 VALENCIA ST
2025-11-01,14:31:00,480 SPEAR ST
2025-11-01,14:30:00,1841 TAYLOR ST
2025-11-01,14:30:00,1189 SHOTWELL ST
2025-11-01,14:30:00,915 TREAT AVE
2025-11-01,14:30:00,662 STANYAN ST
2025-11-01,14:30:00,504 NORTH POINT ST
2025-11-01,14:29:00,222 VALENCIA ST
2025-11-01,14:28:00,214 VALENCIA ST
2025-11-01,14:28:00,401 WASHINGTON ST
2025-11-01,14:27:00,115 STILLMAN ST
2025-11-01,14:26:00,2603 TAYLOR ST
2025-11-01,14:25:00,2835 CALIFORNIA ST
2025-11-01,14:25:00,998 DIVISADERO ST
2025-11-01,14:25:00,1525 PINE ST
2025-11-01,14:23:00,948 DIVISADERO ST
2025-11-01,14:23:00,2243 CHESTNUT ST
2025-11-01,14:23:00,2902 25TH ST
2025-11-01,14:22:00,1525 PINE ST
2025-11-01,14:22:00,2505 CLAY ST
2025-11-01,14:21:00,926 DIVISADERO ST
2025-11-01,14:21:00,571 07TH AVE
2025-11-01,14:21:00,2507 CLAY ST
2025-11-01,14:20:00,1525 PINE ST
2025-11-01,14:20:00,768 STANYAN ST
2025-11-01,14:20:00,3232 SACRAMENTO ST
2025-11-01,14:20:00,3017 MISSION ST
